DisplayId,ModelId,CreatureModelScale
6031,51,1.1
6032,51,0.9
6033,51,1
6034,51,1.05
6035,51,1.1
6036,51,1.5
6037,51,1.1
6038,51,1.05
6039,51,1
6040,51,1.1
6041,51,1.3
6042,51,1.2
6043,51,1.2
6044,51,1.2
6045,51,1
6046,51,1
6047,51,1
6048,51,1
6049,51,1
6050,51,1.5
6051,53,1
6052,53,1
6053,53,1
6054,53,1
6055,53,1
6056,53,1
6057,53,1
6058,58,1
6059,53,1
6060,185,1
6061,56,1
6062,53,1
6063,55,1
6064,186,1
6065,57,1
6066,59,1
6067,53,1
6068,218,1.5
6069,218,1.3
6070,218,1.75
6071,55,1
6072,182,1
6073,63,1.25
6074,49,1
6075,55,1
6076,38,1.3
6077,392,1
6078,145,1.2
6079,457,1.5
6080,457,1.5
6081,27,1.7
6082,82,1.5
6083,191,1.5
6084,212,1.2
6085,191,1.3
6086,212,1.15
6087,212,0.85
6088,392,0.9
6089,39,1.2
6090,392,0.9
6091,392,1.15
6092,392,1.3
6093,392,1.15
6094,145,1.15
6095,392,1.4
6096,392,1
6097,145,1.5
6098,392,1.3
6099,392,1.2
6100,392,1.5
6101,392,0.8
6102,392,1.6
6103,372,1.4
6104,372,1.4
6105,145,1.3
6106,145,1
6108,372,1.25
6109,372,1.25
6110,392,1.2
6111,392,1.3
6112,392,1.4
6113,392,1.1
6114,145,1.4
6115,145,1.4
6116,145,1.2
6117,145,1.5
6118,145,1
6119,372,1
6120,392,1
6121,66,1
6122,66,1.5
6123,372,1.7
6124,145,1.5
6126,173,1.2
6127,53,1
6128,54,1
6148,207,2
6168,33,1.6
6170,33,1.3
6171,32,2.05
6172,139,1.15
6173,139,1.3
6189,611,0.25
6190,611,0.25
6191,611,0.25
6192,611,0.25
6193,111,1
6194,49,1
6195,5,1.15
6196,5,1.3
6197,207,0.5
6198,53,1.1
6208,59,1.1
6209,205,1.6
6210,82,1
6211,8,1.3
6212,373,1.3
6213,63,1.25
6214,63,1.25
6228,57,1
6229,186,1
6230,55,1
6231,55,1
6232,57,1
6233,57,1
6234,58,1
6248,82,0.5
6268,711,1
6269,711,1.25
6270,711,1.25
6271,712,1
6288,6,0.5
6290,6,0.5
6291,6,0.5
6292,6,0.5
6293,6,0.5
6294,175,0.3
6295,142,1
6296,142,1
6297,142,1
6298,373,0.25
6299,373,0.25
6300,373,0.25
6301,55,1
6302,114,1
6303,170,1
6308,51,1
6328,164,1
6348,56,1
6349,56,1
6350,141,2.5
6351,141,1.75
6352,67,3
6353,731,1
6368,173,0.5
6369,571,1.5
6370,571,1.3
6371,571,1
6372,571,1.5
6373,571,1.3
6374,571,1
6375,571,1.15
6376,571,0.85
6377,571,1.3
6378,571,1.75
6379,571,2
6380,731,1
6388,317,1
6389,51,1
6390,51,1
6391,52,1
6392,52,1
6393,51,1
6394,52,1
6395,51,1
6396,52,1
6397,51,1
6398,52,1
6399,51,1
6400,52,1
6401,51,1
6402,52,1
6403,51,1
6404,52,1
6405,51,1
6406,52,1
6407,51,1
6408,52,1
6409,51,1
6410,51,1
6411,185,1
6412,186,1
6413,185,1
6414,186,1
6415,185,1
6416,186,1
6417,185,1
6418,186,1
6419,185,1
6420,186,1
6421,185,1
6422,186,1
6423,185,1
6424,186,1
6425,185,1
6426,186,1
6427,185,1
6428,186,1
6429,185,1
6430,186,1
6431,133,1.5
6432,51,1
6433,49,1
6434,185,1
6435,50,1
6436,185,1.2
6437,186,1.2
6438,54,1
6439,185,1.2
6440,185,1.2
6441,185,1
6442,457,1.5
6443,457,1.5
6444,457,1.5
6446,182,1
6447,457,1.5
6448,457,1.5
6449,53,1
6468,34,1
6469,458,1
6470,458,1
6471,458,1
6472,458,1
6473,458,1
6474,459,1.3
6475,459,1.3
6476,459,1.3
6477,459,1.3
6478,459,1.3
6479,185,0.95
6480,185,1
6481,186,0.95
6482,186,1
6483,185,1
6484,186,1
6485,185,1.05
6486,186,1.05
6487,185,1.1
6488,186,1.1
6489,185,1.05
6490,186,1.05
6491,185,1
6492,186,1
6493,185,1.1
6494,186,1.1
6495,185,1.15
6496,186,1.15
6497,185,1.05
6498,186,1.05
6508,185,1
6509,186,1
6510,185,1.15
6511,186,1.15
6512,185,1.05
6513,186,1.05
6514,185,1.05
6515,186,1.05
6528,41,1.3
6529,41,1.15
6530,41,1.1
6531,57,3
6532,68,2.5
6533,41,1.5
6534,84,1.2
6535,185,1
6536,186,1
6537,160,0.4
6538,185,1.05
6539,186,1.05
6540,185,1.2
6541,186,1.2
6542,185,1
6543,186,1.05
6544,751,1
6545,182,1
6546,317,1
6547,313,1
6548,311,1
6549,315,1
6550,59,1
6551,52,1
6552,32,3
6553,56,1
6554,60,1
6568,53,1
6569,751,1
6570,51,1
6571,51,1
6572,49,1
6573,49,1
6574,50,1
6575,51,1
6588,54,1
6589,692,0.75
6590,185,1
6608,182,1
6609,183,1
6610,182,1
6611,183,1
6628,182,1
6629,183,1
6630,315,1
6631,310,1
6632,182,1
6633,91,0.4
6649,53,1
6668,53,1
6669,53,1
6670,185,1
6671,186,1
6672,185,1
6673,186,1
6674,62,2
6675,185,1
6676,186,1
6677,186,1
6678,185,0.8
6679,186,0.8
6680,185,0.9
6681,186,0.9
6682,185,1.1
6684,50,1
6685,186,1
6686,130,3
6687,185,1.2
6688,139,2.5
6690,185,1.1
6692,32,0.85
6693,185,1
6694,185,1
6695,185,1
6696,185,1
6697,185,1.2
6698,185,1
6699,185,1
6700,185,1
6701,185,1
6702,185,1
6703,50,1
6704,33,1.3
6705,33,1.15
6707,185,1
6708,185,1
6709,185,1
6710,182,1
6711,182,1
6712,183,1
6713,182,1
6714,183,1
6715,49,1
6716,50,1
6717,53,1
6718,54,1
6719,49,1
6720,50,1
6721,53,1
6722,54,1
6723,49,1
6724,50,1
6725,53,1
6726,54,1
6727,49,1
6728,50,1
6729,53,1
6730,54,1
6731,49,1
6732,50,1
6733,182,1
6734,54,1
6735,62,1.15
6736,62,1.15
6737,62,1.5
6738,49,1
6739,50,1
6740,53,1
6741,78,1.15
6742,54,1
6743,78,1.5
6744,78,1
6745,8,0.8
6746,8,1.4
6747,332,1.3
6748,332,1.5
6749,531,1.3
6750,531,1.5
6751,35,0.75
6752,49,1
6753,50,1
6754,53,1
6755,54,1
6756,90,1.15
6757,90,1.15
6758,172,0.9
6759,31,1.3
6760,1031,1.5
6761,1011,1
6762,47,1.25
6763,332,1.75
6764,332,0.9
6765,332,1.15
6766,531,1.2
6767,146,1.15
6768,52,1
6769,49,1
6770,57,1
6771,58,1
6772,49,1
6773,50,1
6774,771,1.1
6775,51,1.1
6776,49,1
6777,59,1
6778,49,1
6779,315,1
6780,185,1
6781,186,1
6782,313,1
6783,58,1
6784,57,1
6785,51,1
6786,51,1
6787,51,1
6788,52,1
6789,57,1
6790,58,1
6791,49,1
6792,50,1
6793,51,1
6794,52,1
6795,185,1
6796,186,1
6797,56,1
6798,8,0.9
6799,8,0.9
6800,8,1
6801,8,1.1
6802,8,1.2
6803,8,1.3
6804,8,0.8
6805,82,0.85
6806,11,0.85
6807,66,0.75
6808,63,1.15
6809,11,1
6810,11,1.15
6811,11,1.15
6812,12,0.85
6813,12,1.3
6814,12,0.85
6815,12,1
6817,2,0.85
6818,8,1.3
6819,8,1.2
6820,8,1
6821,8,1.1
6822,8,1.2
6823,8,1.1
6824,8,1
6825,8,1.3
6826,8,1.5
6827,8,1.2
6828,8,1.4
6829,8,1.5
6830,8,1.4
6831,60,1
6832,59,1
6833,60,1
6834,59,1
6835,60,1
6836,59,1
6837,57,1
6838,250,0.25
6839,185,1
6840,56,1
6841,250,1
6842,250,0.5
6843,51,1
6844,49,1.05
6845,53,1
6846,53,1
6847,59,1
6848,51,1
6849,57,1
6850,185,1
6851,85,1
6852,147,1
6853,49,1
6854,59,1
6855,59,1
6856,51,1
6857,57,1
6858,185,1
6868,55,1
6869,59,1
6870,51,1
6871,57,1
6872,185,1
6873,51,1
6874,59,1
6875,51,1
6876,57,1
6877,185,1
6878,57,1
6879,55,1
6880,54,1
6881,183,1
6882,831,1
6883,51,1
6884,351,1.15
6888,811,0.4
6889,771,0.75
6890,671,1.1
6891,671,1.1
6892,49,1
6893,59,1
6894,831,1
6895,832,1
6908,1752,1
6909,111,3
6910,205,1.45
6912,205,0.75
6913,182,1
6914,182,1.75
6915,671,1.2
6916,51,1
6917,49,1
6918,59,1
6919,56,1
6920,182,1
6921,182,1
6922,182,1
6923,182,1
6924,182,1
6925,182,1
6926,182,1
6927,182,1
6928,182,1
6929,182,1
6930,182,1
6931,182,1
6932,182,1
6933,182,1
6934,182,1
6935,182,1
6936,182,1
6937,182,1
6938,49,1
6939,53,1
6940,185,1
6941,186,1
6942,82,0.5
6943,82,0.5
6944,49,1
6945,50,1
6946,831,1
6947,53,1
6948,50,1
6949,53,1
6950,49,1
6951,50,1
6952,831,1
6953,53,1
6954,831,1
6955,49,1
6956,50,1
6957,49,1
6958,50,1
6959,49,1
6960,50,1
6961,831,1
6962,53,1
6963,49,1
6964,50,1
6965,53,1
6966,831,1
6967,182,1
6968,182,1
6973,182,1
6974,182,1
6975,183,1
6976,183,1
6977,851,0.5
6978,852,1
6979,852,1.2
6980,853,1
6981,182,1.1
6982,183,1.1
6983,59,1
6984,55,1
6985,56,0.9
6986,56,1
6987,56,1
6988,55,1
6989,55,1
6990,55,1
6991,55,1
6992,56,1
6993,52,1
6994,315,1
6995,53,1
6996,59,1
6997,185,1.2
6998,186,1.2
6999,52,1
7000,183,1
7001,53,1
7002,58,1
7003,53,1
7004,182,1
7005,53,1
7006,182,1.2
7007,53,1
7008,49,0.9
7009,53,1
7011,49,1
7012,56,1
7013,56,1
7014,56,1
7015,56,1
7016,55,1
7017,56,1
7018,56,1
7019,55,1
7020,56,1
7021,55,1
7022,55,1
7023,56,1
7024,55,1
7025,56,1
7026,55,1
7027,49,1
7028,182,1
7029,24,2
7030,50,1
7031,831,1
7032,831,1
7033,831,1
7034,831,1
7035,831,1
7036,831,0.75
7037,185,1
7038,182,1
7039,183,1
7040,186,1
7041,182,1
7042,185,1
7043,57,1
7044,56,1
7045,56,1
7046,173,2
7047,831,1
7048,831,1
7049,831,1
7050,831,1
7051,831,1
7052,831,1.2
7053,831,1
7054,831,1
7055,831,1.5
7056,831,0.75
7057,831,1
7058,831,1
7059,831,1
7060,831,1
7061,831,1
7073,831,1
7074,831,1
7093,831,1
7094,831,1
7095,831,1
7096,831,1
7097,831,1
7098,831,1
7099,831,1
7100,831,1
7101,831,1
7102,831,1.05
7103,831,1.05
7104,831,1.05
7105,831,1
7106,831,1
7107,831,1
7108,831,1
7109,831,1
7110,831,1
7111,831,1
7112,831,1
7113,831,1.5
7114,173,1.3
7115,59,1
7116,60,1
7117,57,1
7118,58,1
7119,183,1
7120,53,1
7121,186,1
7122,186,1.2
7123,56,1
7124,831,1.5
7125,831,1
7126,831,1
7127,831,1
7128,831,1
7129,831,1
7130,831,1
7131,831,1
7132,831,1
7133,831,0.9
7134,831,1
7135,831,1
7136,831,1
7137,831,1
7138,183,1
7153,831,1
7154,831,0.75
7155,831,1
7156,831,1
7157,831,1
7158,831,1
7159,831,1
7160,831,1
7161,831,1
7162,831,1
7163,831,1
7164,831,1
7165,831,1
7166,831,1
7167,831,1.2
7168,831,1
7169,831,1
7170,831,1
7171,831,0.9
7172,831,1
7173,831,0.9
7174,831,1
7175,832,1
7176,831,1
7177,831,1
7178,831,1
7179,831,1
7180,831,1
7181,831,1
7182,831,1
7183,831,1
7184,831,1
7185,831,1
7186,831,1
7187,831,1
7188,831,1
7189,831,1
7190,831,1
7191,831,1.05
7192,831,1
7193,831,1.05
7194,831,0.95
7195,831,0.95
7196,831,1
7197,831,1
7198,831,1
7199,831,1
7200,831,1
7201,831,1
7202,831,1
7203,831,1
7204,831,1
7205,831,1
7206,831,1
7207,831,1
7208,831,1
7209,831,1
7210,831,1
7211,831,1
7212,831,1
7213,831,1
7214,831,1
7215,831,1
7216,831,1
7217,831,1
7218,831,1
7219,831,1
7220,831,1
7221,831,1
7222,831,1
7223,831,1
7224,831,1
7225,831,1
7226,831,1
7227,831,1
7228,831,1
7229,831,1
7230,831,1
7231,831,1
7232,831,1
7233,831,1
7234,831,1
7235,831,0.95
7236,831,1.05
7237,831,1
7238,831,1
7239,831,1
7240,831,1
7241,831,1
7242,831,1
7243,831,1
7244,831,1
7245,831,1
7246,831,1
7247,831,1
7248,60,1
7249,55,1
7250,53,1
7268,792,0.5
7269,792,1.2
7270,792,1
7271,62,3
7272,831,1
7273,53,1
7274,56,1
7275,56,1
7288,771,1
7289,62,4
7308,49,1
7309,50,1
7310,49,1
7311,50,1
7328,185,1
7329,831,1
7330,50,1
7331,182,1
7332,831,1
7333,831,1
7334,831,1
7335,831,1
7336,146,1.5
7337,831,1
7338,831,1
7339,43,1.3
7340,831,1
7341,831,1
7342,831,1
7343,831,1
7344,1,1.15
7345,1,1
7346,831,1
7347,218,1.4
7348,61,1.15
7349,61,1.3
7350,92,0.75
7351,185,1
7352,230,1.15
7353,185,1
7354,831,1
7355,831,1
7356,49,1
7357,59,1
7358,60,1
7359,60,1
7360,59,1
7361,59,1
7362,51,1
7363,60,1
7364,59,1
7365,60,1
7366,59,1
7367,41,1.7
7368,49,1
7369,50,1
7370,59,1
7371,50,1
7372,59,1
7373,51,1
7374,59,1
7375,52,1
7376,60,1
7377,59,1
7378,60,1
7379,55,1
7380,59,1
7381,59,1
7382,54,1
7383,53,1
7384,51,1
7389,51,1
7390,50,1
7409,170,1.2
7429,49,1
7449,76,1.25
7469,871,1
7470,871,0.3
7489,81,0.5
7509,831,1
7510,63,1.15
7511,871,0.1
7529,831,1
7530,51,1
7531,59,1
7532,56,1
7533,891,1
7534,891,1
7535,49,1
7536,892,1
7537,49,1
7538,55,1
7549,911,1
7550,912,1
7552,371,0.5
7553,571,1.5
7554,11,0.5
7555,912,1
7569,75,1.5
7570,931,1
7571,932,0.3
7572,932,0.25
7589,50,1
7590,50,1
7591,49,1
7592,50,1.2
7593,49,1
7594,49,1
7595,49,1
7596,50,1
7597,57,1
7598,53,1
7599,60,1
7600,182,1
7601,55,1
7602,56,1
7603,56,1
7604,315,1
7605,50,1
7606,49,1
7607,49,1
7608,50,1
7609,49,1
7610,50,1
7611,50,1
7612,49,1
7613,831,1
7614,49,1
7615,60,1
7616,891,3
7617,84,2
7618,25,1.15
7619,871,1.35
7620,59,1
7621,60,1
7622,59,1
7623,59,1
7624,59,1
7625,60,1
7626,59,1
7627,60,1
7628,60,1
7629,59,1
7631,185,1
7632,57,1
7633,57,1
7649,78,1.3
7669,50,1
7670,831,1
7671,911,0.8
7672,911,1.2
7673,49,1
7689,57,1
7690,1111,2.5
7691,75,2.5
7709,971,1
7729,50,1
7730,50,1
7749,55,1
7750,831,1
7751,53,1
7752,1111,2.5
7753,53,1
7754,54,1
7755,1111,2.5
7756,54,1
7757,1111,2.5
7758,53,1
7759,53,1.2
7760,53,1.2
7761,53,1
7762,53,1
7763,991,0.5
7764,53,1.2
7765,53,1
7766,53,1
7769,53,1
7789,53,1
7790,53,1
7791,53,1
7792,53,1
7793,53,1
7794,53,1
7795,182,1
7796,53,1
7797,53,1
7798,53,1
7799,53,1
7800,53,1
7801,53,1
7802,50,1
7803,971,1.2
7804,114,0.01
7805,53,1
7806,203,0.8
7807,182,1
7808,54,1
7809,831,1
7810,49,1
7811,831,1
7812,52,1
7813,185,1
7814,53,1
7815,53,1
7816,53,1
7817,53,1
7818,54,1
7819,53,1
7820,49,1.05
7821,186,1
7822,185,1
7823,52,1
7824,59,1
7825,56,1
7826,49,1
7827,53,1
7828,58,1
7829,75,1.5
7830,56,1
7831,182,1
7832,51,1
7833,54,1
7834,50,1
7835,49,1
7836,173,1.15
7837,173,1.3
7838,831,1
7839,173,1.5
7840,173,1.75
7841,831,1
7842,49,1
7844,51,1.3
7845,250,2.5
7846,912,0.85
7847,70,1.5
7848,70,1.3
7849,831,1
7850,77,1.15
7851,49,1
7852,182,0.95
7853,110,1.15
7854,891,1
7855,891,1.15
7856,891,1.3
7857,391,1.3
7858,156,1.75
7859,53,1
7860,53,1
7861,53,1
7862,53,1
7863,1011,1
7864,156,1.45
7865,53,1
7866,53,1
7867,53,1
7868,53,1
7869,912,1.5
7870,60,1
7871,51,1
7872,310,1
7873,971,2
7874,315,1.1
7875,51,1
7876,52,1
7889,51,1
7890,5,1
7891,5,1.15
7892,5,0.9
7893,5,1.5
7894,411,0.6
7895,56,1
7896,411,0.75
7897,411,0.9
7898,932,0.75
7899,932,1
7900,932,1.25
7901,55,1
7902,185,1
7903,1031,1.5
7904,51,1
7905,50,1
7906,75,0.75
7907,182,1
7908,6,1.15
7909,832,1
7910,49,1
7911,50,1
7912,53,1
7913,54,1
7914,53,1
7915,53,1
7916,53,1
7917,186,1.2
7918,186,1.2
7919,1051,1.5
7920,111,1
7921,185,1
7922,312,1
7923,310,1
7929,53,1
7930,53,1
7931,53,1
7932,53,1
7933,1071,1
7934,56,1
7935,79,0.8
7936,60,1
7937,134,1.3
7949,139,0.85
7950,24,4
7951,182,1
7952,182,1
7969,183,1
7970,551,1.5
7971,1051,1.25
7972,139,3
7974,1011,1.25
7975,571,1
7976,1031,1.75
7989,54,1
7990,53,1
7991,49,1
7992,49,1
7993,831,1
7994,58,1
7995,58,1
7996,55,1
7997,55,1
7998,59,1
7999,59,1
8000,51,1
8001,51,1
8009,831,1
8010,831,1
8011,1091,1
8012,182,1
8013,194,1.15
8014,63,1
8015,351,1.3
8029,49,1
8049,84,0.75
8050,192,1
8053,1111,2.5
8054,57,1
8055,912,2
8069,831,1
8089,53,1
8109,69,0.55
8129,136,1.5
8149,951,1
8150,951,1.3
8151,951,1.15
8152,951,1.5
8169,59,1
8170,53,1
8171,54,1
8172,951,0.5
8173,170,2.5
8174,170,2.5
8175,207,1
8176,53,1
8177,1131,1.5
8178,1131,1.8
8179,84,1.8
8180,5,1
8181,5,1.15
8182,911,1
8183,932,1
8184,191,0.5
8185,50,1
8186,49,1
8189,851,0.25
8190,58,1
8191,50,1
8209,84,3
8229,55,1
8249,1011,1
8269,205,1.5
8270,1131,1.8
8271,30,1.5
8289,84,2.1
8309,1011,1.25
8310,1031,1.5
8311,47,1.5
8312,1011,1
8313,1031,1.5
8314,1011,1.25
8315,1031,1.75
8316,1011,1.25
8317,571,1
8318,571,1.15
8329,1151,1
8330,58,1
8331,51,1
8332,58,1
8333,51,1
8334,59,1
8335,185,1
8349,185,1
8350,59,1
8351,51,1
8352,51,1
8353,182,1
8354,55,1
8355,59,1
8356,60,1
8369,771,0.75
8389,2,1.5
8390,971,1.5
8391,951,0.4
8392,1,1
8395,84,2
8409,160,0.25
8410,1171,0.75
8411,1171,1
8412,1171,1.25
8413,53,1
8429,186,1
8430,49,1
8449,55,1
8469,1191,1
8470,1071,0.6
8471,175,1.3
8472,34,1.5
8473,34,1
8474,49,1
8475,9,0.75
8476,50,1
8477,831,1
8478,183,1
8479,52,1
8489,50,1
8509,1211,1
8510,1211,1
8511,1211,1.25
8512,1211,1.5
8529,160,1.75
8549,591,1.25
8550,69,1
8569,831,1
8570,1551,1.8
8571,1232,1
8572,60,1
8573,991,1
8574,203,0.8
8575,78,1.5
8589,8,1.7
8590,53,1.25
8591,53,1
8592,53,1
8593,53,1
8594,53,1
8595,53,1
8596,53,1
8597,53,1
8598,10,1.3
8609,130,1
8610,130,2
8611,130,3
8612,130,2.5
8629,51,1
8630,832,1
8631,831,1
8632,50,0.9
8633,51,1
8634,59,1
8649,51,1
8650,52,1
8651,186,1
8652,182,1
8653,185,1
8654,53,1
8655,53,1.2
8656,831,1
8657,56,1
8658,53,1
8659,54,1
8660,60,1
8661,53,1
8662,53,1
8663,53,1
8664,51,1.4
8665,832,1
8666,59,1
8667,831,1
8668,51,1
8669,59,1
8670,59,1
8671,52,1
8672,58,1
8673,53,1
8674,53,1
8675,54,1
8676,54,1
8677,51,1
8678,53,1
8679,53,1
8680,54,1
8681,53,1.2
8682,53,1.2
8683,54,1.2
8684,54,1.2
8685,49,1
8686,53,2
8687,53,2
8688,53,2
8689,53,2
8690,54,2
8691,54,2
8692,53,2
8693,183,1
8694,55,1
8695,50,1
8696,53,1
8697,51,1
8698,53,1
8699,51,1
8700,51,1
8701,51,1
8702,51,1
8703,51,1.2
8704,53,1
8705,54,1
8706,49,1
8707,49,1
8708,53,1.1
8709,53,1
8710,53,1
8711,1031,2
8712,6,1.3
8713,6,1.5
8714,591,1
8715,591,1.5
8716,591,1.5
8717,49,1
8718,53,1
8729,53,1
8749,53,1
8750,53,1
8751,53,1
8752,53,1
8753,53,1
8754,53,1
8755,53,0.9
8756,53,1.25
8757,53,1
8758,53,1
8759,53,1.1
8760,51,1
8761,50,1.2
8762,59,1
8763,54,1
8764,49,1
8765,56,1
8766,51,1
8767,59,1
8768,58,1
8769,50,1
8772,49,1
8773,59,1
8774,50,1
8776,183,1
8777,185,1
8778,49,1
8779,50,1
8780,185,1
8781,58,1
8782,144,1.3
8783,144,1.5
8789,52,1
8790,49,1
8791,57,1
8792,59,1
8793,53,1
8794,53,1
8795,54,1
8796,54,1
8797,1,1
8798,53,1
8799,53,1
8800,54,1
8801,54,1
8802,1,1.15
8803,53,1
8804,53,1
8805,53,1
8806,53,1
8807,53,1.2
8808,411,0.3
8809,50,1
8810,67,3
8811,67,3
8812,53,1
8813,53,1
8814,53,1
8815,53,1
8816,611,0.5
8817,651,0.5
8818,611,0.5
8819,611,0.5
8820,53,1
8821,53,1
8822,53,1
8823,53,1
8824,141,2.5
8825,53,1
8826,53,1
8827,53,1
8828,53,1
8829,182,1
8830,53,1
8831,54,1
8832,59,1
8833,81,2
8834,81,2
8837,83,1.75
8838,83,1.5
8839,136,2.5
8840,83,0.85
8841,136,1
8842,83,1.5
8843,83,0.6
8844,136,1.75
8845,831,1
8846,831,1
8847,831,1
8848,831,1
8849,831,1
8869,66,0.6
8870,66,1.5
8871,66,0.75
8872,53,1
8889,52,1
8890,52,1
8891,51,1
8892,54,1
8893,53,1
8894,182,1
8895,182,1
8896,183,1
8897,183,1
8898,51,1.2
8899,51,1.2
8900,51,1.2
8901,51,1.2
8909,851,0.15
8910,771,0.15
8929,53,1
8949,54,1
8969,218,1.15
8970,218,1.3
8971,871,0.1
8972,47,1.5
8989,51,1
9009,2,1.15
9010,2,1.75
9011,2,1.3
9012,2,1.5
9013,2,2
9014,2,1.5
9015,551,1.15
9016,551,1.3
9017,551,1.3
9018,551,1.5
9019,5,1.3
9020,5,0.9
9021,5,0.75
9022,5,1.3
9023,185,1
9024,185,1
9025,60,1
9026,55,1
9027,182,1
9028,871,0.4
9029,871,0.3
9030,911,0.75
9031,911,1
9032,911,0.75
9033,191,0.5
9049,51,1.1
9050,34,2.25
9051,49,1
9052,49,1
9053,53,1
9054,49,1
9055,56,1
9069,49,1
9070,50,1
9071,54,1
9072,53,1
9073,49,1
9074,411,1
9089,53,1.2
9109,37,1.2
9129,551,1.5
9130,53,1
9131,183,1
9132,832,1
9133,51,1
9134,332,1.75
9135,332,1.5
9136,56,1
9149,315,1
9150,310,1
9151,51,1
9169,49,1
9189,1131,3
9209,631,0.5
9210,205,1
9211,182,1
9212,53,1
9213,51,1
9229,92,1.5
9230,82,1
9231,571,3.5
9232,49,1
9233,59,1
9234,59,1
9235,185,1
9236,185,1
9249,56,1
9250,51,1
9251,58,1
9252,49,1
9253,54,1
9254,60,1
9255,50,1
9256,59,1
9257,50,1
9258,53,1
9259,831,1
9260,52,1
9261,185,1
9262,186,1
9263,54,1
9264,54,1
9265,49,1
9266,49,1
9267,51,1
9268,51,1
9269,60,1
9270,56,1
9271,55,1
9272,59,1.1
9273,58,1
9274,57,1
9275,55,1
9276,83,1.3
9277,83,1.75
9278,43,1.15
9279,57,1
9280,43,1.3
9281,51,1
9282,55,1
9283,53,1
9284,831,1
9285,49,1
9286,831,1
9287,43,1.5
9288,53,1
9289,53,0.9
9290,54,0.9
9291,185,1.1
9292,185,1
9293,185,1
9294,56,1
9295,54,1
9309,53,1
9329,53,1
9330,50,1
9331,183,1
9332,53,1
9333,49,1
9334,58,1
9335,57,1
9336,185,1
9337,59,1
9338,54,1
9339,56,1
9340,831,1
9341,831,1
9342,1071,0.6
9343,58,1
9344,56,1
9345,175,0.9
9346,50,1
9347,60,1
9348,831,1
9349,185,1
9350,186,1
9351,185,1
9352,831,1
9353,57,1
9354,871,0.4
9369,73,0.9
9370,73,1.5
9371,73,1
9372,73,1.3
9389,225,1.15
9390,225,0.85
9391,59,1
9392,60,1
9409,3,0.85
9410,3,0.85
9411,3,1
9412,492,1
9413,3,1
9414,3,1.15
9415,3,1.15
9416,492,1.15
9417,3,1.3
9418,471,1.5
9419,3,1
9420,3,1
9421,3,1.15
9422,3,1.15
9423,492,1
9424,492,1.15
9425,3,1.3
9426,3,1.3
9427,471,1.5
9428,3,1
9429,492,1
9430,3,1.15
9431,492,1.15
9432,3,1.3
9433,471,1.5
9434,3,1.15
9435,3,1.15
9436,3,1.3
9437,3,1.3
9438,492,1.15
9439,3,1.5
9440,492,1.3
9441,471,1.5
9442,3,0.85
9443,492,0.85
9444,511,0.85
9445,3,1
9446,3,1.15
9447,511,1
9448,511,1.3
9449,160,1
9469,871,0.3
9470,51,1
9471,81,3
9472,49,1.5
9473,751,1
9474,751,1
9475,751,1
9476,751,1
9477,49,1.2
9489,1031,1.75
9490,205,1.15
9491,8,1.75
9492,83,2
9509,43,2
9510,1271,1
9511,43,0.4
9529,492,1.3
9530,492,1.3
9531,492,1.3
9532,3,1.5
9533,3,1.3
9534,144,0.9
9535,411,0.2
9549,55,1
9550,53,1
9551,56,1
9552,55,1
9553,832,1
9554,651,0.25
9555,611,0.25
9556,611,0.25
9557,611,0.25
9558,43,3
9560,351,1.75
9561,831,1
9562,73,1.3
9563,73,0.4
9564,73,3
9565,132,1.3
9566,132,1.15
9567,73,2
9568,73,1.1
9569,73,1.2
9570,132,1.15
9571,132,1.3
9572,73,0.4
9573,132,1.3
9574,51,1
9575,51,1
9576,51,1
9577,51,1
9578,185,1
9579,185,1
9580,185,1
9581,1031,1.75
9582,6,1.3
9583,6,0.85
9584,571,1.3
9585,571,1.15
9586,571,0.85
9587,69,0.85
9588,69,1
9589,69,0.7
9590,141,1
9591,141,1.75
9592,141,1.75
9593,141,1.5
9594,81,6
9595,81,4.5
9596,51,1.2
9599,51,1.2
9602,51,1.2
9603,51,1.2
9604,51,1.2
9605,51,1.2
9606,51,1.2
9609,51,1.2
9610,51,1.2
9613,51,1.2
9614,51,1.2
9615,51,1.2
9616,51,1.2
9617,51,1.2
9618,51,1.2
9619,51,1.2
9620,51,1.2
9621,51,1.2
9623,51,1.2
9625,51,1.2
9626,51,1.2
9627,51,1.2
9628,51,1.2
9629,51,1.2
9630,51,1.2
9633,51,1.2
9634,51,1.2
9635,51,1.2
9636,51,1.2
9637,51,1.2
9638,51,1.2
9641,51,1.2
9642,51,1.2
9643,49,1.5
9644,51,1.2
9645,51,1.2
9648,51,1.2
9649,51,1.2
9652,51,1.2
9653,51,1.2
9656,51,1.2
9657,51,1.2
9660,51,1.2
9661,51,1.2
9664,51,1.2
9665,51,1.2
9668,51,1.5
9669,51,1.3
9670,51,1.2
9671,51,1.2
9672,51,1.2
9673,51,1.2
9674,185,1
9675,185,1
9676,186,1
9677,186,1
9678,51,1.2
9679,51,1.2
9680,51,1.2
9681,51,1.2
9682,185,1
9683,185,1
9684,186,1
9685,186,1
9686,51,1.2
9687,51,1.2
9688,51,1.2
9689,51,1.2
9690,51,1.2
9691,51,1.3
9692,51,1.2
9693,51,1.2
9694,51,1.2
9695,457,1.5
9696,51,1.3
9697,51,1.3
9698,51,1.3
9699,51,1.3
