ID,ItemVisual,ParticleColorID,ItemRangedDisplayInfoID,OverrideSwooshSoundKitID,SheatheTransformMatrixID,StateSpellVisualKitID,SheathedSpellVisualKitID,UnsheathedSpellVisualKitID,Flags,ModelResourcesID_0,ModelResourcesID_1,ModelMaterialResourcesID_0,ModelMaterialResourcesID_1,ModelType_0,ModelType_1,GeosetGroup_0,GeosetGroup_1,GeosetGroup_2,GeosetGroup_3,GeosetGroup_4,GeosetGroup_5,AttachmentGeosetGroup_0,AttachmentGeosetGroup_1,AttachmentGeosetGroup_2,AttachmentGeosetGroup_3,AttachmentGeosetGroup_4,AttachmentGeosetGroup_5,HelmetGeosetVis_0,HelmetGeosetVis_1
2709,0,0,0,0,0,0,0,0,0,16626,0,23184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,0,0,0,0,0,0,0,0,0,16444,0,23676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,0,0,0,0,0,0,0,0,0,16698,0,23085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,0,0,0,0,0,0,0,0,0,16444,0,23676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,0,0,0,0,0,0,0,0,0,16142,0,24499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,0,0,0,0,0,0,0,0,0,16444,0,23676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,0,0,0,0,0,0,0,0,0,16903,0,23071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,0,0,0,0,0,0,0,0,0,16874,0,22577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2722,0,0,0,0,0,0,0,0,0,16874,0,22574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2723,0,0,0,0,0,0,0,0,0,16874,0,22576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,0,0,0,0,0,0,0,0,0,16022,0,24595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,0,0,0,0,0,0,0,0,0,16019,0,24601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,0,0,0,0,0,0,0,0,0,16020,0,24599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,0,0,0,0,0,0,0,0,0,16442,0,23681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,0,0,0,0,0,0,0,0,0,16018,0,24603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,0,0,0,0,0,0,0,0,0,16444,0,23676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,0,0,0,0,0,0,0,0,0,16017,0,24601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,0,0,0,0,0,0,0,0,0,16628,0,23178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,0,0,0,0,0,0,0,0,0,16697,0,23087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,0,0,0,0,0,0,0,0,0,16443,0,23679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2737,0,0,0,0,0,0,0,0,0,16441,0,23685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,0,0,0,0,0,0,0,0,0,16903,0,23070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,0,0,0,0,0,0,0,0,0,16903,0,23071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,0,0,0,0,0,0,0,0,0,16012,0,24611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2747,0,0,0,0,0,0,0,0,0,16011,0,24612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,0,0,0,0,0,0,0,0,0,16028,0,24582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,0,0,0,0,0,0,0,0,0,16028,0,24583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751,0,0,0,0,0,0,0,0,0,16014,0,24609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,0,0,0,0,0,0,0,0,0,16444,0,23676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,0,0,0,0,0,0,0,0,0,16789,0,22797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,0,0,0,0,0,0,0,0,0,16959,0,22455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,0,0,0,0,0,0,0,0,0,16443,0,23677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,0,0,0,0,0,0,0,0,0,16903,0,23069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,0,0,0,0,0,0,0,0,0,16443,0,23677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,0,0,0,0,0,0,0,0,0,16219,0,24326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,0,0,0,0,0,0,0,0,0,16219,0,24452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,0,0,0,0,0,0,0,0,0,16219,0,24451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,0,0,0,0,0,0,0,0,0,16161,0,24453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,0,0,0,0,0,0,0,0,0,16756,0,22927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,0,0,0,0,0,0,0,0,0,16756,0,22927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,0,0,0,0,0,0,0,0,0,16903,0,23070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,0,0,0,0,0,0,0,0,0,16274,0,24188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,0,0,0,0,0,0,0,0,0,16521,0,23411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,0,0,0,0,0,0,0,0,0,16788,0,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,0,0,0,0,0,0,0,0,0,16789,0,22795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,0,0,366,0,0,0,0,0,0,17005,0,22356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,0,0,366,0,0,0,0,0,0,17005,0,22354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,0,0,367,0,0,0,0,0,0,16723,0,22979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,0,0,0,0,0,0,0,0,0,16239,0,24297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,0,0,0,0,0,0,0,0,0,15801,0,26921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,0,0,0,0,0,0,0,0,0,16256,0,24265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,0,0,0,0,0,0,0,0,0,16985,0,22405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,0,0,0,0,0,0,0,0,0,15807,0,26906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,0,0,0,0,0,0,0,0,0,16995,0,22382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,0,0,0,0,0,0,0,0,0,16698,0,23085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,0,0,0,0,0,0,0,0,0,16039,0,24561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,0,0,0,0,0,0,0,0,0,15885,0,25948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,0,0,0,0,0,0,0,0,0,16158,0,24464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,0,0,367,0,0,0,0,0,0,16486,0,23555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,0,0,0,0,0,0,0,0,0,16934,0,22356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2826,0,0,0,0,0,0,0,0,0,16487,0,23552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,0,0,0,0,0,0,0,0,0,16993,0,22385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,0,0,0,0,0,0,0,0,0,16379,0,23926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,0,0,0,0,0,0,0,0,0,16261,0,24254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,0,0,0,0,0,0,0,0,0,16793,0,22787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,0,0,0,0,0,0,0,0,0,16313,0,24075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,0,0,0,0,0,0,0,0,0,16959,0,22454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,0,0,0,0,0,0,0,0,0,16513,0,23434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,0,0,0,0,0,0,0,0,0,16580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,0,0,0,0,0,0,0,0,0,16142,0,24499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,0,0,0,0,0,0,0,0,0,17010,0,22341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,0,0,0,0,0,0,0,0,0,15807,0,26904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,0,0,0,0,0,0,0,0,0,16808,0,22764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,0,0,0,0,0,0,0,0,0,16423,0,23725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,0,0,0,0,0,0,0,0,0,15810,0,26896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,0,0,0,0,0,0,0,0,0,16817,0,22740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,0,0,0,0,0,0,0,0,0,16786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,0,0,0,0,0,0,0,0,0,17005,0,22356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,0,0,0,0,0,0,0,0,0,15802,0,26918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894,0,0,0,0,0,0,0,0,0,16437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,0,0,0,0,0,0,0,0,0,17109,0,21999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,0,0,366,0,0,0,0,0,0,17005,0,22356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,0,0,0,0,0,0,0,0,0,15881,0,25961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,0,0,0,0,0,0,0,0,0,16697,0,23088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,0,0,0,0,0,0,0,0,0,16628,0,23180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,0,0,0,0,0,0,0,0,0,17009,0,22342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,0,0,0,0,0,0,0,0,0,16883,0,22558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,0,0,0,0,0,0,0,0,0,16883,0,22017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,0,0,0,0,0,0,0,0,0,16442,0,23073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,0,0,0,0,0,0,0,0,0,16786,0,22808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,0,0,0,0,0,0,0,0,0,16863,0,22591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,0,0,0,0,0,0,0,0,0,17065,0,22200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,0,0,0,0,0,0,0,0,0,17065,0,22200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,0,0,0,0,0,0,0,0,0,15808,0,26902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,0,0,0,0,0,0,0,0,0,16793,0,22787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,0,0,0,0,0,0,0,0,0,17353,0,20539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,0,0,0,0,0,0,0,0,0,15803,0,26914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,0,0,0,0,0,0,0,0,0,16039,0,24561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,0,0,0,0,0,0,0,0,0,16158,0,24462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,0,0,0,0,0,0,0,0,0,16588,0,23241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,0,0,0,0,0,0,0,0,0,16789,0,22796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,0,0,0,0,0,0,0,0,0,16816,0,22744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,0,0,0,0,0,0,0,0,0,16379,0,23926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,0,0,0,0,0,0,0,0,0,16037,0,24567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,0,0,0,0,0,0,0,0,0,16159,0,24461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,0,0,367,0,0,0,0,0,0,16722,0,22981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,0,0,0,0,0,0,0,0,0,16253,0,24273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,0,0,0,0,0,0,0,0,0,15881,0,25960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,0,0,0,0,0,0,0,0,0,16522,0,23408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,0,0,366,0,0,0,0,0,0,17005,0,22354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,0,0,0,0,0,0,0,0,0,17005,0,22356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3224,0,0,367,0,0,0,0,0,0,16725,0,22972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,0,0,0,0,0,0,0,0,0,16017,0,24601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,0,0,0,0,0,0,0,0,0,16756,0,22927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,0,0,0,0,0,0,0,0,0,16252,0,24274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,0,0,0,0,0,0,0,0,0,17352,0,20543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3232,0,0,0,0,0,0,0,0,0,17038,0,22264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,0,0,0,0,0,0,0,0,0,16265,0,24245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,0,0,0,0,0,0,0,0,0,17086,17086,22046,22046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,0,0,368,0,0,0,0,0,0,17086,17086,22045,22045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,0,0,368,0,0,0,0,0,0,17086,17086,22047,22047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,0,0,368,0,0,0,0,0,0,17090,17090,22036,22036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,0,0,368,0,0,0,0,0,0,17090,17090,22035,22038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3283,0,0,368,0,0,0,0,0,0,17090,17090,22035,22035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3284,0,0,368,0,0,0,0,0,0,17090,17090,22037,22037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3285,0,0,368,0,0,0,0,0,0,17089,17089,22038,22038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,0,0,0,0,0,0,0,0,0,15864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3360,0,0,0,0,0,0,0,0,0,16440,0,23687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361,0,0,0,0,0,0,0,0,0,16521,0,23413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,0,0,0,0,0,0,0,0,0,16813,0,22749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,0,0,0,0,0,0,0,0,0,16789,0,22797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,0,0,0,0,0,0,0,0,0,16161,0,24452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3366,0,0,0,0,0,0,0,0,0,16377,0,23929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,0,0,0,0,0,0,0,0,0,15884,0,25949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,0,0,0,0,0,0,0,0,0,15884,0,25951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,0,0,0,0,0,0,0,0,0,16219,0,24452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,0,0,0,0,0,0,0,0,0,16789,0,22796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,0,0,0,0,0,0,0,0,0,16788,0,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,0,0,0,0,0,0,0,0,0,15880,0,25964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,0,0,0,0,0,0,0,0,0,16619,0,23201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,0,0,0,0,0,0,0,0,0,16788,0,22801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3383,0,0,0,0,0,0,0,0,0,15794,0,26935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,0,0,0,0,0,0,0,0,0,16793,0,22787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,0,0,0,0,0,0,0,0,0,15811,0,26892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,0,0,0,0,0,0,0,0,0,16423,0,23726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3403,0,0,0,0,0,0,0,0,0,16443,0,23679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3431,0,0,0,0,0,0,0,0,0,16313,0,24075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,0,0,0,0,0,0,0,0,0,16903,0,23071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3439,0,0,0,0,0,0,0,0,0,16424,0,23723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,0,0,0,0,0,0,0,0,0,16522,0,23408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,0,0,0,0,0,0,0,0,0,16959,0,22454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3464,0,0,0,0,0,0,0,0,0,17010,0,22341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,0,0,0,0,0,0,0,0,0,17121,0,21973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3499,0,0,0,0,0,0,0,0,0,16422,0,23727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3503,0,0,0,0,0,0,0,0,0,16273,0,24191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,0,0,0,0,0,0,0,0,0,16397,0,23671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3513,0,0,0,0,0,0,0,0,0,16397,0,23671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,0,0,0,0,0,0,0,0,0,16697,0,23087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3561,0,0,0,0,0,0,0,0,0,16863,0,22591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,0,0,0,0,0,0,0,0,0,16313,0,24076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3567,0,0,0,0,0,0,0,0,0,16882,0,22561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,0,0,0,0,0,0,0,0,0,16519,0,23419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3572,0,0,0,0,0,0,0,0,0,16023,0,24589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3574,0,0,0,0,0,0,0,0,0,16035,0,24571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,0,0,0,0,0,0,0,0,0,16868,0,22584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,0,0,0,0,0,0,0,0,0,17042,0,22255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,0,0,0,0,0,0,0,0,0,16239,0,24297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3580,0,0,0,0,0,0,0,0,0,16864,0,22590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3581,0,0,0,0,0,0,0,0,0,16865,0,22589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3590,0,0,0,0,0,0,0,0,0,16786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,0,0,0,0,0,0,0,0,0,16701,0,23074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,0,0,0,0,0,0,0,0,0,16423,0,23725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677,0,0,0,0,0,0,0,0,0,16520,0,23414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,0,0,0,0,0,0,0,0,0,16789,0,22795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,0,0,0,0,0,0,0,0,0,16019,0,24601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3680,0,0,0,0,0,0,0,0,0,16019,0,24600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3681,0,0,0,0,0,0,0,0,0,16018,0,24603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,0,0,0,0,0,0,0,0,0,16018,0,24605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,0,0,0,0,0,0,0,0,0,16017,0,24602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,0,0,0,0,0,0,0,0,0,16017,0,24600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,0,0,0,0,0,0,0,0,0,16034,0,24572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,0,0,0,0,0,0,0,0,0,17064,0,22205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,0,0,366,0,0,0,0,0,0,17001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,0,0,0,0,0,0,0,0,0,16373,0,23942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,0,0,0,0,0,0,0,0,0,16371,0,23948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,0,0,0,0,0,0,0,0,0,16261,0,24254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,0,0,0,0,0,0,0,0,0,16261,0,24254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,0,0,0,0,0,0,0,0,0,15811,0,26893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,0,0,0,0,0,0,0,0,0,16142,0,24498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,0,0,0,0,0,0,0,0,0,16519,0,23417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,0,0,0,0,0,0,0,0,0,16522,0,23408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,0,0,0,0,0,0,0,0,0,16883,0,22017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,0,0,0,0,0,0,0,0,0,16811,0,22754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,0,0,0,0,0,0,0,0,0,16259,0,24259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,0,0,368,0,0,0,0,0,0,17077,17077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,0,0,0,0,0,0,0,0,0,16810,0,22757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,0,0,0,0,0,0,0,0,0,16444,0,23676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3758,0,0,0,0,0,0,0,0,0,16786,0,22806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,0,0,0,0,0,0,0,0,0,16039,0,24561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3764,0,0,0,0,0,0,0,0,0,16815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3765,0,0,0,0,0,0,0,0,0,16628,0,23180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,0,0,0,0,0,0,0,0,0,17062,0,22371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3775,0,0,0,0,0,0,0,0,0,16789,0,22794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,0,0,0,0,0,0,0,0,0,15809,0,26898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,0,0,0,0,0,0,0,0,0,15810,0,26896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3779,0,0,0,0,0,0,0,0,0,16423,0,23724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3781,0,0,0,0,0,0,0,0,0,16260,0,24257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3784,0,0,367,0,0,0,0,0,0,16722,0,23550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,0,0,0,0,0,0,0,0,0,15837,0,26659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,0,0,0,0,0,0,0,0,0,15811,0,26893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792,0,0,0,0,0,0,0,0,0,15808,0,26901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3793,0,0,0,0,0,0,0,0,0,17121,0,21973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,0,0,0,0,0,0,0,0,0,16522,0,23410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3796,0,0,0,0,0,0,0,0,0,15806,0,26908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800,0,0,0,0,0,0,0,0,0,16379,0,23926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,0,0,0,0,0,0,0,0,0,16008,0,24616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
